series,slope,p_value,r_squared,significant
W_geo,-0.010049720012535693,0.18477927512261275,0.18645290926470093,False
W_bank,-3.969406755074956e-05,0.9758460653709154,0.00010765662703660084,False
gap (bank-geo),0.010010025944984968,0.12063293490444736,0.2461398791608601,False
