series,slope,p_value,r_squared,significant
W_geo,0.008051021677005,0.047295522023194425,0.45191630537709127,True
W_bank_t,0.016320284986240673,0.02897229468708554,0.517258114513719,True
gap,0.00826926330923567,0.04231967447089353,0.46734134326902177,True
