outcome,level,year,w_matrix,moran_I,expected_I,z_score,p_value,significant,n_units,n_links,possible_links,density,sparsity,avg_nbrs
credit,county,1997,W_bank_knn_10,0.06648290135739342,-0.0010235414534288639,4.608283639987447,0.001,True,978,9778,1045506,0.009352409264031004,0.990647590735969,9.558162267839688
credit,county,1998,W_bank_knn_10,0.12927076656725742,-0.0010162601626016261,8.81289611678196,0.001,True,985,9778,1045506,0.009352409264031004,0.990647590735969,9.558162267839688
credit,county,1999,W_bank_knn_10,0.17303608584213073,-0.0010152284263959391,11.618495972929509,0.001,True,986,9778,1045506,0.009352409264031004,0.990647590735969,9.558162267839688
credit,county,2000,W_bank_knn_10,0.14483003971569774,-0.0010152284263959391,9.473730324140899,0.001,True,986,9778,1045506,0.009352409264031004,0.990647590735969,9.558162267839688
credit,county,2001,W_bank_knn_10,0.17239888799294992,-0.0010162601626016261,11.806463114718992,0.001,True,985,9778,1045506,0.009352409264031004,0.990647590735969,9.558162267839688
credit,county,2002,W_bank_knn_10,0.09903468053400767,-0.0010162601626016261,6.619238701989972,0.001,True,985,9778,1045506,0.009352409264031004,0.990647590735969,9.558162267839688
credit,county,2003,W_bank_knn_10,0.10898964695248133,-0.0010162601626016261,7.223090667385502,0.001,True,985,9778,1045506,0.009352409264031004,0.990647590735969,9.558162267839688
credit,county,2004,W_bank_knn_10,0.11887258664354979,-0.0010152284263959391,7.6652723108916385,0.001,True,986,9778,1045506,0.009352409264031004,0.990647590735969,9.558162267839688
credit,county,2005,W_bank_knn_10,0.1452864755900889,-0.0010152284263959391,9.700033269451731,0.001,True,986,9778,1045506,0.009352409264031004,0.990647590735969,9.558162267839688
credit,county,1995,W_bank_knn_11,0.0703582153978181,-0.001141552511415525,4.74643077511308,0.001,True,877,10734,1045506,0.010266799042760157,0.9897332009572398,10.49266862170088
credit,county,1996,W_bank_knn_11,0.09088797192790188,-0.0010845986984815619,6.387284205958854,0.001,True,923,10734,1045506,0.010266799042760157,0.9897332009572398,10.49266862170088
credit,county,1997,W_bank_knn_11,0.06727784542527725,-0.0010235414534288639,4.695179295401099,0.001,True,978,10734,1045506,0.010266799042760157,0.9897332009572398,10.49266862170088
credit,county,1998,W_bank_knn_11,0.12475043838785603,-0.0010162601626016261,8.407223712906418,0.001,True,985,10734,1045506,0.010266799042760157,0.9897332009572398,10.49266862170088
