year,lam_geo,se_lam_geo,lam_bank,se_lam_bank,gap,n_geo,n_bank
1997,0.10518505790550402,0.03569107897225544,0.3849454479378292,0.09586298865511363,0.27976039003232517,1021,979
1998,0.1932234904080641,0.034251446882233826,0.6271549202396359,0.08337931237638223,0.43393142983157185,1023,987
1999,0.27927723569650315,0.03245662702062965,0.3647730529632241,0.11142898683444302,0.08549581726672095,1023,991
2000,0.331368595503018,0.031178527465487296,0.3960744171695829,0.11024641789526134,0.06470582166656491,1023,997
2001,0.2831663033456092,0.03237457620739932,0.7605957245305913,0.08726265655837134,0.4774294211849821,1022,997
2002,0.29309043463284473,0.03214018554085169,0.4313075017290997,0.11828850895350786,0.13821706709625498,1022,997
2003,0.1519149239576479,0.03497320018324906,-0.01639302887083532,0.12864963778055558,-0.16830795282848324,1023,1004
2004,0.24404736534273036,0.03323900709019888,0.9130891416209002,0.04918030736259108,0.6690417762781697,1023,1005
2005,0.29514346572010597,0.03208268528098453,0.5177951720370132,0.12132049064427422,0.22265170631690723,1023,1006
