pair,w_alt,sample,alpha,N,lam,se_lam,logll,sig2,utu,beta,se_beta
Pair A,W_bank,Full,0.75,877,0.24801607498024744,0.01406997969104196,-45756.41202173611,0.07890382005665952,795.2771174866872,0.025878461874220757,0.004791800132437843
Pair A,W_bank,Full,0.8,877,0.23270438111070055,0.013320102906995175,-45758.887093820056,0.07895874186776164,795.2243247048282,0.026031749100770607,0.004762126523688636
Pair A,W_bank,Full,0.8500000000000001,877,0.2190171800934593,0.01264161790570524,-45761.171756991316,0.07901003066653464,795.1826269522348,0.026162500858478814,0.0047354633278710815
Pair A,W_bank,Full,0.9,877,0.2067294496747864,0.01202552851148263,-45763.28152777531,0.07905785276132908,795.1491863709607,0.02627492065077195,0.004711426160942735
Pair A,W_bank,Full,0.9500000000000001,877,0.1956519978282592,0.011464128770825631,-45765.23172045355,0.07910242010908956,795.121997929645,0.026372297603268674,0.004689681894743402
Pair A,W_bank,Full,1.0,877,0.18562585100355503,0.010950822589230334,-45767.03685106497,0.07914395948248039,795.0996192581567,0.026457228522455717,0.0046699450085910706
Pair B,W_bank_count,Full,0.0,877,0.6484703313773114,0.0332428531236275,-45797.885637083804,0.08027959928768685,859.4825771071801,0.01913680652546358,0.005012901643234337
Pair B,W_bank_count,Full,0.05,877,0.6930891296996112,0.03062168514314933,-45769.71884126144,0.07963050518292243,885.2764165716808,0.01869627104850593,0.005193501353864137
Pair B,W_bank_count,Full,0.1,877,0.6955409881071436,0.029323542718517535,-45749.011216683044,0.07910705204947194,880.8920541480509,0.018998762111497258,0.005313137896935151
Pair B,W_bank_count,Full,0.15000000000000002,877,0.6683503315278477,0.0286738438216084,-45736.2461151241,0.07874234886793856,856.9638875967851,0.019821683706810082,0.005368703962855541
Pair B,W_bank_count,Full,0.2,877,0.6240843065524112,0.02788213915418944,-45729.984749237905,0.0785249141362614,833.926908553574,0.02087507957549095,0.005368384229303726
Pair B,W_bank_count,Full,0.25,877,0.5730569535634317,0.026686172614319974,-45728.21901808691,0.07842090801206887,818.5183955707926,0.021924195761956068,0.0053290586246268895
Pair B,W_bank_count,Full,0.30000000000000004,877,0.5220199646997744,0.025195250075623257,-45729.202070352665,0.07839377532757962,809.3648642504154,0.02284402256574012,0.005268486849683781
Pair B,W_bank_count,Full,0.35000000000000003,877,0.4744660757020616,0.02359224396138104,-45731.69913729936,0.07841415707534366,804.0353236912974,0.023599125019335213,0.005199895954445728
Pair B,W_bank_count,Full,0.4,877,0.431741135091272,0.02200938101194132,-45734.930370788126,0.07846167187262473,800.8729642323337,0.02420032021580323,0.005131214188625642
Pair B,W_bank_count,Full,0.45,877,0.39403968597376876,0.02051779634013667,-45738.43557509189,0.07852323848193402,798.935471390872,0.024673930077136315,0.0050664586192044675
Pair B,W_bank_count,Full,0.5,877,0.3610294384767357,0.019147093918516912,-45741.956628477375,0.07859085270368604,797.7069396225424,0.02504719550520809,0.005007278462531736
Pair B,W_bank_count,Full,0.55,877,0.33218625682470887,0.01790364957559956,-45745.35646744733,0.07865978367181777,796.9022558360031,0.025343230184800232,0.004954053794223815
Pair B,W_bank_count,Full,0.6000000000000001,877,0.3069538550511423,0.016782348058973627,-45748.568334425465,0.07872734097885295,796.3595997873373,0.025580176103649415,0.0049065456536572785
Pair B,W_bank_count,Full,0.65,877,0.28481382418090545,0.01577313665465366,-45751.56536326386,0.078792073202007,795.9841739063152,0.025771806635971062,0.004864254797537578
Pair B,W_bank_count,Full,0.7000000000000001,877,0.2653097461783404,0.014864433454860632,-45754.34274662896,0.0788532741224014,795.7186274537135,0.025928451051624786,0.00482660275242026
Pair B,W_bank_count,Full,0.75,877,0.24805130819491006,0.014044782609813075,-45756.90740589156,0.0789106763133736,795.5271926275948,0.02605784317387038,0.004793020323882244
Pair B,W_bank_count,Full,0.8,877,0.23270927124192986,0.013303589368222556,-45759.272062892276,0.0789642675130158,795.3869244956782,0.0261657969354323,0.004762984693194285
Pair B,W_bank_count,Full,0.8500000000000001,877,0.21900807701791683,0.012631380734853195,-45761.45187757689,0.07901417464067269,795.2827243774227,0.026256715281368047,0.0047360339293321145
Pair B,W_bank_count,Full,0.9,877,0.20671712282562324,0.012019841836324307,-45763.46257746664,0.07906060071380466,795.2044213187464,0.026333960525666646,0.004711765773133751
Pair B,W_bank_count,Full,0.9500000000000001,877,0.19564357734414692,0.01146174208447736,-45765.3194526918,0.07910378110836852,795.1450204073714,0.02640012529548131,0.00468983459686949
Pair B,W_bank_count,Full,1.0,877,0.18562585100355503,0.010950822589230334,-45767.03685106497,0.07914395948248039,795.0996192581567,0.026457228522455717,0.0046699450085910706
Pair C,W_bank_binary,Full,0.0,877,0.4076122383646753,0.06133182870526551,-45879.49611795663,0.08198622086764468,797.4072416153401,0.021797991915649906,0.004192533381277382
Pair C,W_bank_binary,Full,0.05,877,0.6087290439976385,0.05106730702040719,-45848.095960810126,0.08133470233336293,807.4904316132058,0.019769397864906023,0.004365364818473923
Pair C,W_bank_binary,Full,0.1,877,0.6939580759220036,0.042685381119617345,-45816.38846833342,0.08061264487280571,820.6640385541082,0.018937422069461265,0.004526556599036384
Pair C,W_bank_binary,Full,0.15000000000000002,877,0.6990129254190104,0.03887099718550068,-45792.2626789699,0.08000755359677116,820.9451011224417,0.01910666880072643,0.004654722295696495
Pair C,W_bank_binary,Full,0.2,877,0.6599465110810443,0.03652544229320492,-45776.782439738054,0.07958122392316899,812.4642306084706,0.01987376966936544,0.0047398926079481474
Pair C,W_bank_binary,Full,0.25,877,0.602482710288827,0.033736165278418266,-45767.89658076795,0.0793143829480747,805.2653479682562,0.02086550684728656,0.004784944701817739
Pair C,W_bank_binary,Full,0.30000000000000004,877,0.5427065830127084,0.03063307641317767,-45763.198483943954,0.07915954812777845,801.0570027617878,0.021832723941504564,0.004802065159326211
Pair C,W_bank_binary,Full,0.35000000000000003,877,0.4877812420028423,0.027667717096225442,-45760.95040704203,0.07907492837335524,798.7449635087702,0.02267388335741707,0.004802980943684969
Pair C,W_bank_binary,Full,0.4,877,0.4397439182206731,0.0250359791025064,-45760.09170114083,0.0790324614906729,797.4374852125802,0.023372629639338328,0.00479547009514181
Pair C,W_bank_binary,Full,0.45,877,0.3984878118711589,0.022764955815232153,-45760.010471158006,0.07901496564321835,796.6599627459702,0.02394457334890204,0.004784011871804024
Pair C,W_bank_binary,Full,0.5,877,0.3632072257711901,0.02081968993071751,-45760.357919261456,0.07901218453947959,796.1737113546327,0.024412496122588348,0.004771038563160173
Pair C,W_bank_binary,Full,0.55,877,0.3329729236674327,0.019150969023137943,-45760.93441537918,0.0790180027505961,795.8556758630069,0.024797615365706634,0.004757824401619174
Pair C,W_bank_binary,Full,0.6000000000000001,877,0.3069328370633475,0.017711977388571092,-45761.62482146056,0.07902874477117916,795.639500007046,0.025117364829104743,0.004745011019913214
Pair C,W_bank_binary,Full,0.65,877,0.28436490744873466,0.01646282017717229,-45762.36238634551,0.07904218130773319,795.4876688617718,0.025385419146258824,0.004732898500465537
Pair C,W_bank_binary,Full,0.7000000000000001,877,0.2646765244472841,0.015370843671101041,-45763.108471373096,0.07905695061849786,795.3780157850108,0.02561232869009757,0.004721604283933249
Pair C,W_bank_binary,Full,0.75,877,0.24738725067656742,0.01440969958566698,-45763.84099995094,0.07907221907683103,795.2969134963591,0.02580620909083442,0.004711149546898412
Pair C,W_bank_binary,Full,0.8,877,0.23210887036461847,0.013558185678065783,-45764.547763920295,0.07908747761137286,795.2356860473991,0.025973325729754665,0.004701506917821906
Pair C,W_bank_binary,Full,0.8500000000000001,877,0.2185269253697292,0.012799196063113695,-45765.2224781761,0.07910242109110083,795.1886354886836,0.0261185486923187,0.00469262549777425
Pair C,W_bank_binary,Full,0.9,877,0.20638573499146975,0.012118855370459947,-45765.8624189404,0.07911687153945655,795.1519166688321,0.026245695583713168,0.004684445511443418
Pair C,W_bank_binary,Full,0.9500000000000001,877,0.1954760762470408,0.011505835685851182,-45766.46699125726,0.07913073294043028,795.1228706097799,0.026357785486456196,0.004676905092975683
Pair C,W_bank_binary,Full,1.0,877,0.18562585100355503,0.010950822589230334,-45767.03685106497,0.07914395948248039,795.0996192581567,0.026457228522455717,0.0046699450085910706
Pair D,W_bank_knn4,Full,0.0,877,0.26357099861851,0.013203593616482838,-45747.40164908243,0.07885343415908061,796.6226937558187,0.025243645895730027,0.005165139381261289
Pair D,W_bank_knn4,Full,0.05,877,0.2731359858759776,0.013319499186979611,-45739.574013609425,0.07865481926249211,796.7060138035528,0.02531963812837113,0.0052138212212062265
Pair D,W_bank_knn4,Full,0.1,877,0.28126137954246566,0.013411607846027209,-45732.47805970561,0.07847106402188009,796.7603521150095,0.025405760629461496,0.005254402214247846
Pair D,W_bank_knn4,Full,0.15000000000000002,877,0.2877177477762084,0.013479564103245266,-45726.30369940997,0.0783071381389387,796.7807037272894,0.02550062038710664,0.005285188035587294
Pair D,W_bank_knn4,Full,0.2,877,0.2923283255425591,0.013523043509653982,-45721.21401708298,0.07816753896364691,796.764376295501,0.025602117400980354,0.005304862337918813
Pair D,W_bank_knn4,Full,0.25,877,0.2949819449810015,0.013541600566531305,-45717.33271504296,0.07805594458325042,796.711546618516,0.025707555805376182,0.005312629326114063
Pair D,W_bank_knn4,Full,0.30000000000000004,877,0.29564049749360166,0.01353459506584129,-45714.73485226091,0.0779749294984251,796.6253541865028,0.0258138537365777,0.005308300300363482
Pair D,W_bank_knn4,Full,0.35000000000000003,877,0.2943405105968113,0.01350122485095239,-45713.44221246181,0.07792578014720268,796.5114890379454,0.025917822238963738,0.0052923096379242675
Pair D,W_bank_knn4,Full,0.4,877,0.2911885279023763,0.01344066898991575,-45713.42386791567,0.07790843728754664,796.3773628369631,0.02601646469674762,0.005265656053470489
Pair D,W_bank_knn4,Full,0.45,877,0.28635031195907407,0.013352315749685957,-45714.60162528579,0.07792157595729213,796.2310607637796,0.026107240190810496,0.005229777779523902
Pair D,W_bank_knn4,Full,0.5,877,0.28003691667336095,0.013236003451443738,-45716.859270081324,0.07796278966429793,796.080343910129,0.026188248262930765,0.0051863959522692035
Pair D,W_bank_knn4,Full,0.55,877,0.2724882493614864,0.013092223116856297,-45720.054043066535,0.07802885582191879,795.9318778657469,0.026258311508952636,0.005137347364366834
Pair D,W_bank_knn4,Full,0.6000000000000001,877,0.2639563628276952,0.012922231055295382,-45724.0286653317,0.07811603776360228,795.790790666272,0.026316958378213975,0.005084433828287185
Pair D,W_bank_knn4,Full,0.65,877,0.2546906097273999,0.01272804646439961,-45728.62244782761,0.07822037838023722,795.6605587317026,0.0263643300110029,0.005029307383909423
Pair D,W_bank_knn4,Full,0.7000000000000001,877,0.24492570343736295,0.012512344502270432,-45733.68046131511,0.07833795514314397,795.5431405496435,0.02640104301672075,0.004973396912647145
Pair D,W_bank_knn4,Full,0.75,877,0.23487262931748523,0.012278280532949016,-45739.060257009434,0.07846508436871281,795.4392500306549,0.026428036183163223,0.004917870802452958
Pair D,W_bank_knn4,Full,0.8,877,0.2247141997384969,0.012029272728399746,-45744.63608923589,0.07859844977342709,795.3486893664865,0.02644643299713085,0.004863637303764459
Pair D,W_bank_knn4,Full,0.8500000000000001,877,0.21460223769652267,0.011768799557154468,-45750.3009224866,0.07873518647240164,795.2706547244492,0.026457421897826405,0.00481135946413833
Pair D,W_bank_knn4,Full,0.9,877,0.20465850888854556,0.01150021895261276,-45755.96668550729,0.0788729011582935,795.2039988795365,0.026462172838552248,0.00476148941289243
Pair D,W_bank_knn4,Full,0.9500000000000001,877,0.19497681172594214,0.011226636514414103,-45761.56328494081,0.07900966081014564,795.1474250918138,0.026461780235015497,0.00471430495190774
Pair D,W_bank_knn4,Full,1.0,877,0.18562585100355503,0.010950822589230334,-45767.03685106497,0.07914395948248039,795.0996192581567,0.026457228522455717,0.0046699450085910706
Pair E,W_bank_nonGeo,Full,0.0,870,0.5198338044227102,0.045582268026704814,-45393.03710492918,0.08046799745330632,784.2823365999878,0.017305893406015644,0.004688498570512828
Pair E,W_bank_nonGeo,Full,0.05,870,0.6577258349429211,0.04008842281295728,-45356.18916336617,0.07971069915796004,792.0086918877623,0.015336032985260858,0.004976350676541362
Pair E,W_bank_nonGeo,Full,0.1,870,0.727131465467483,0.03500749356702724,-45321.94637173771,0.07895905981557487,802.6209821929893,0.01441513981618556,0.005207331650737618
Pair E,W_bank_nonGeo,Full,0.15000000000000002,870,0.7348205406940292,0.03279772089628447,-45296.69176370666,0.0783540144914063,804.2005827394646,0.01462068970462178,0.005353201416269684
Pair E,W_bank_nonGeo,Full,0.2,870,0.7008629691801495,0.03206877081545228,-45281.62443739474,0.07794674379901038,797.1233471467108,0.015625141129167283,0.005410587561606091
Pair E,W_bank_nonGeo,Full,0.25,870,0.6459922288664959,0.030941890947307576,-45274.67248513279,0.07771405031087517,790.4529982653979,0.016972735957394743,0.00539749382362635
Pair E,W_bank_nonGeo,Full,0.30000000000000004,870,0.5849984914210591,0.029077818935354476,-45273.00285191869,0.07760783936016945,786.446182706063,0.01832699899954953,0.005340951301647374
Pair E,W_bank_nonGeo,Full,0.35000000000000003,870,0.5261894679315714,0.026863640514136783,-45274.326895181264,0.07758258186190896,784.2538501058125,0.019522184417868346,0.005264909889019671
Pair E,W_bank_nonGeo,Full,0.4,870,0.4731417501462222,0.024645399924388335,-45277.15478080195,0.07760457844397399,783.0350434744028,0.02051385680225084,0.005184812737929587
Pair E,W_bank_nonGeo,Full,0.45,870,0.42676502377220177,0.022591846736320757,-45280.62060613614,0.07765193883423786,782.3244631743772,0.021315747392630972,0.005108545665763642
Pair E,W_bank_nonGeo,Full,0.5,870,0.38675158232720014,0.02075702894123842,-45284.25425861719,0.07771143670971578,781.887839690835,0.021959876860686407,0.005039293166688957
Pair E,W_bank_nonGeo,Full,0.55,870,0.35235463831426345,0.019141411821282605,-45287.81449945207,0.07777542555699687,781.6060836680583,0.022478919135440242,0.004977807928245567
Pair E,W_bank_nonGeo,Full,0.6000000000000001,870,0.32274563960755215,0.01772498555598378,-45291.186567158205,0.07783963901276328,781.4162322160255,0.02290048610419392,0.004923743953892811
Pair E,W_bank_nonGeo,Full,0.65,870,0.2971573582307676,0.01648226758038006,-45294.32371311802,0.0779017955256166,781.2834293568606,0.023246305853173395,0.0048763401600980215
Pair E,W_bank_nonGeo,Full,0.7000000000000001,870,0.2749282088143061,0.01538840452162176,-45297.21483306863,0.07796076275784333,781.1874879438622,0.023533001115772764,0.004834739102924427
Pair E,W_bank_nonGeo,Full,0.75,870,0.2555060939971771,0.014421299186183045,-45299.86679365786,0.0780160631864996,781.1162214692444,0.02377317628555936,0.004798124826918513
Pair E,W_bank_nonGeo,Full,0.8,870,0.23843694392311693,0.013562072373456028,-45302.29486725318,0.0780675864035383,781.0619931417873,0.023976396436073924,0.00476577286588374
Pair E,W_bank_nonGeo,Full,0.8500000000000001,870,0.22334911110843061,0.012794879240431288,-45304.5176132087,0.07811542364803772,781.0198543511733,0.02414996135985751,0.004737060074121732
Pair E,W_bank_nonGeo,Full,0.9,870,0.2099387529178718,0.012106513116267027,-45306.5541955263,0.0781597680576118,780.9865027846599,0.024299487408078767,0.004711460000555708
Pair E,W_bank_nonGeo,Full,0.9500000000000001,870,0.1979568762613183,0.0114859812800456,-45308.423034776395,0.07820085838005938,780.9596759195192,0.02442933646859835,0.004688531258868133
Pair E,W_bank_nonGeo,Full,1.0,870,0.1871983508864951,0.010924119669657355,-45310.141187762616,0.07823894997921052,780.937785783359,0.024542928353596616,0.004667903558609166
Pair F,W_bank_interstate,Full,0.0,853,0.3146149477616828,0.06385603663098015,-44270.026296989934,0.07816830112087678,736.1936111049438,0.016765546068697765,0.004045057379927643
Pair F,W_bank_interstate,Full,0.05,853,0.5509819117930556,0.053170508918118115,-44240.712349311085,0.07755412607810534,738.3220343271561,0.014284338086459037,0.004155106601565714
Pair F,W_bank_interstate,Full,0.1,853,0.6674037738252884,0.04338243642508185,-44206.87562433116,0.07680906861167379,742.2901623286776,0.013304432725991928,0.004280764359270473
Pair F,W_bank_interstate,Full,0.15000000000000002,853,0.692874508030933,0.03854863811463663,-44179.109919597315,0.07615857510709587,743.9764615319634,0.01329347661235759,0.004407569802261005
Pair F,W_bank_interstate,Full,0.2,853,0.6663565224127922,0.03615411093793588,-44160.33096470494,0.07568712514568653,742.2834288338059,0.013828489045061012,0.0045163556203822374
Pair F,W_bank_interstate,Full,0.25,853,0.6146379126856435,0.03377779338022667,-44149.14615976672,0.07538727336613496,740.030363477671,0.014649264892070983,0.004594597245179116
Pair F,W_bank_interstate,Full,0.30000000000000004,853,0.5559632910117451,0.030978495350383613,-44143.06188625705,0.07521317936366403,738.4914688471324,0.015555647086905235,0.004642576127214875
Pair F,W_bank_interstate,Full,0.35000000000000003,853,0.4999584973823003,0.028125348932958174,-44140.03500856253,0.075118927960084,737.5848839288084,0.016423339687011984,0.0046678864040610255
Pair F,W_bank_interstate,Full,0.4,853,0.45015532540349307,0.025495570677607354,-44138.75237659321,0.0750722261447015,737.0525767256964,0.017198694273565553,0.004678532642846323
Pair F,W_bank_interstate,Full,0.45,853,0.40710972743470564,0.02318095375979893,-44138.44467872095,0.07505318203649952,736.7279537421741,0.017869853434022837,0.004680402643271444
Pair F,W_bank_interstate,Full,0.5,853,0.37024764823682466,0.021178909421421557,-44138.673986744834,0.07505007489101974,736.5208299383323,0.01844353674653921,0.004677278764666744
Pair F,W_bank_interstate,Full,0.55,853,0.33868989058500837,0.019453934640279884,-44139.19167284136,0.07505605358241278,736.3829673894329,0.018932592842776014,0.004671457119544178
Pair F,W_bank_interstate,Full,0.6000000000000001,853,0.3115670833157387,0.01796422531669331,-44139.85574211127,0.07506709451415049,736.287747800838,0.019350524924777845,0.004664295716852327
Pair F,W_bank_interstate,Full,0.65,853,0.2881209141164548,0.01667116117743626,-44140.584619435416,0.0750808116624839,736.2198641905411,0.019709457642296452,0.004656587495216867
Pair F,W_bank_interstate,Full,0.7000000000000001,853,0.2677207772124453,0.015541872936202288,-44141.33140944217,0.07509578428699577,736.1701401612722,0.020019616061010045,0.004648787337142623
Pair F,W_bank_interstate,Full,0.75,853,0.2498536380636595,0.014549271586378148,-44142.06940497008,0.07511115914391969,736.1328642903593,0.020289382973384167,0.004641152577161469
Pair F,W_bank_interstate,Full,0.8,853,0.2341038180523565,0.013671306014957913,-44142.7837967147,0.0751264334569175,736.10435528115,0.020525556378024938,0.004633820084622449
Pair F,W_bank_interstate,Full,0.8500000000000001,853,0.2201354410790115,0.01289006562779446,-44143.466848559234,0.07514131190728712,736.0821701959792,0.02073362968432882,0.004626858018311646
Pair F,W_bank_interstate,Full,0.9,853,0.20767576464827106,0.012190972818905597,-44144.11504397679,0.07515563036797504,736.0646428283749,0.020918049676083676,0.004620292654189973
Pair F,W_bank_interstate,Full,0.9500000000000001,853,0.196502169992237,0.01156210732605452,-44144.727374181995,0.07516930630725684,736.0506094737096,0.021082429517909694,0.004614125720837592
Pair F,W_bank_interstate,Full,1.0,853,0.1864321740040172,0.010993662859224883,-44145.30429941937,0.07518230453544195,736.0392410197896,0.021229721175219686,0.004608346278287847
Pair G,W_bank_intrastate,Full,0.0,876,0.34863158592784704,0.01752610097715575,-45686.117024725194,0.0788417779073414,795.9838674012005,0.029923934236788505,0.006010666960688749
Pair G,W_bank_intrastate,Full,0.05,876,0.3601422623040883,0.01746438479823521,-45675.42841750923,0.07859556719172982,796.1001331010249,0.03002802311040772,0.0060873542110718585
Pair G,W_bank_intrastate,Full,0.1,876,0.3681052052888514,0.017384734296824158,-45666.33325210314,0.07838046258444574,796.1811221327779,0.030057532779377644,0.006131542071911603
Pair G,W_bank_intrastate,Full,0.15000000000000002,876,0.37234336767239945,0.0172873933554392,-45659.10313788782,0.0782025279487615,796.2196452871015,0.03001031065008926,0.006140792625226881
Pair G,W_bank_intrastate,Full,0.2,876,0.37285647064258426,0.017167444993329076,-45653.89421741076,0.07806578400699923,796.213516029967,0.0298905242462367,0.0061155665148037
Pair G,W_bank_intrastate,Full,0.25,876,0.36981838822211044,0.0170161645972276,-45650.73788134948,0.07797193601686743,796.1659133893077,0.02970797599265109,0.006059107468357257
Pair G,W_bank_intrastate,Full,0.30000000000000004,876,0.3635593817659872,0.016823435511342327,-45649.547581423634,0.0779203693393988,796.0844082278606,0.029476420838436296,0.005976825045216794
Pair G,W_bank_intrastate,Full,0.35000000000000003,876,0.3545344696885583,0.016580617679828942,-45650.139589723025,0.07790839685085875,795.9790740516942,0.029211387811291234,0.005875366849719269
Pair G,W_bank_intrastate,Full,0.4,876,0.34327886134108127,0.016283045587980917,-45652.26287459928,0.0779317198116473,795.8603745536194,0.028928050730219444,0.005761620350896109
Pair G,W_bank_intrastate,Full,0.45,876,0.3303587478575977,0.015931339797972288,-45655.631910345175,0.07798499946293068,795.7375020290121,0.028639637341838872,0.0056418938731549
Pair G,W_bank_intrastate,Full,0.5,876,0.3163238536491452,0.015531248005982533,-45659.9566174739,0.07806244955929317,795.6174657890197,0.02835654779410486,0.0055213934175753635
Pair G,W_bank_intrastate,Full,0.55,876,0.30166960496361034,0.015092291995416885,-45664.9654578043,0.07815835592663802,795.5049027723733,0.0280861464416909,0.005404015395671368
Pair G,W_bank_intrastate,Full,0.6000000000000001,876,0.2868144467261853,0.014625869012191641,-45670.42013165858,0.07826745327228074,795.402379681927,0.027833047573825695,0.0052923955556496444
Pair G,W_bank_intrastate,Full,0.65,876,0.27209033390593107,0.014143487205187745,-45676.12242139738,0.07838515934462675,795.3108959741588,0.027599636112462432,0.005188097776691614
Pair G,W_bank_intrastate,Full,0.7000000000000001,876,0.25774506291817934,0.013655504763990384,-45681.91496558146,0.07850766993516238,795.2304031226373,0.027386655956423415,0.005091862056758259
Pair G,W_bank_intrastate,Full,0.75,876,0.24395137849754372,0.01317046715743296,-45687.67810325815,0.07863195724322923,795.1602312080977,0.02719373898792926,0.0050038431795746486
Pair G,W_bank_intrastate,Full,0.8,876,0.23082000188381502,0.012694924641795485,-45693.32468172238,0.07875570017701332,795.0994005896966,0.027019834049475458,0.0049238141955915225
Pair G,W_bank_intrastate,Full,0.8500000000000001,876,0.21841265623466863,0.012233563962057456,-45698.794214099245,0.07887718869355216,795.0468229744728,0.026863517435109147,0.004851318976540422
Pair G,W_bank_intrastate,Full,0.9,876,0.2067546647411629,0.011789487746493585,-45704.04725109176,0.07899521262221178,795.0014240547,0.02672321073078058,0.004785783800201947
Pair G,W_bank_intrastate,Full,0.9500000000000001,876,0.195844716036837,0.011364543658088451,-45709.06041462284,0.07910896501880751,794.9622052354595,0.02659731434144287,0.004726587981292652
Pair G,W_bank_intrastate,Full,1.0,876,0.18566386968653675,0.010959627050466839,-45713.82225839851,0.07921794401074492,794.9282754701501,0.02648429557398433,0.004673113753448904
Pair A,W_bank,Contig,0.0,238,0.3526284152961422,0.05159938265586132,-10287.275353970523,0.0576305759552796,153.99925784983265,0.028044087375659,0.007412630001923267
Pair A,W_bank,Contig,0.05,238,0.3575401059113975,0.05032146385969177,-10285.92683155815,0.05753390053431891,154.01154814680672,0.028037215368363438,0.0074667002834437664
Pair A,W_bank,Contig,0.1,238,0.353312319744626,0.048902807221219216,-10285.021647159501,0.05746377331552986,153.9762918052473,0.02836069511344778,0.007492222376797292
Pair A,W_bank,Contig,0.15000000000000002,238,0.34198380663397554,0.04735233281294605,-10284.534254567203,0.05742040698416197,153.90926637139688,0.028928220944238348,0.007492187721573546
Pair A,W_bank,Contig,0.2,238,0.32583284112442507,0.04567272310387769,-10284.39604766706,0.05740073746214614,153.82847381382436,0.029642534131507633,0.007471896067441051
Pair A,W_bank,Contig,0.25,238,0.3069401846079669,0.04388201381281587,-10284.52216383315,0.05739999571263832,153.74769378612922,0.03041801258449943,0.007437399490861156
Pair A,W_bank,Contig,0.30000000000000004,238,0.28695542975689625,0.042015771987892914,-10284.831157750294,0.05741309261801836,153.67474611835107,0.031191678737989975,0.0073942808862102645
Pair A,W_bank,Contig,0.35000000000000003,238,0.26704297535276766,0.04011834086425409,-10285.255207522096,0.057435488141794895,153.61267226725806,0.03192412926031681,0.007347002703097922
Pair A,W_bank,Contig,0.4,238,0.24793999736228853,0.03823281412702083,-10285.742923954813,0.0574635547848559,153.56164388434004,0.0325949498045808,0.007298762581630675
Pair A,W_bank,Contig,0.45,238,0.2300559809677235,0.03639465830537683,-10286.25798700902,0.05749461161393676,153.52048061098043,0.03319677689940776,0.007251639317496766
Pair A,W_bank,Contig,0.5,238,0.21357444173275456,0.034629412017070815,-10286.776159885905,0.05752678926515898,153.48757072642917,0.033730098978585296,0.007206856515720417
Pair A,W_bank,Contig,0.55,238,0.19853435610370287,0.032953164526508656,-10287.282145037716,0.0575588504934549,153.46132621028096,0.03419956469574001,0.007165038105137113
Pair A,W_bank,Contig,0.6000000000000001,238,0.1848900942695718,0.031374282468902094,-10287.766911628945,0.05759001710038056,153.44036604904636,0.034611612961834674,0.007126419518963086
Pair A,W_bank,Contig,0.65,238,0.1725505838392135,0.029895430833562015,-10288.225650888453,0.05761983258490096,153.42355895774753,0.034973125130375364,0.007090996916751538
Pair A,W_bank,Contig,0.7000000000000001,238,0.1614047768983186,0.028515367356121712,-10288.656305212051,0.05764805627652779,153.4100076303333,0.035290700462089625,0.0070586314689663
