endog,coef,se,pval,N
Dl_nloans_b,0.14276296154503676,0.08311132041319434,0.08584553846628595,11107
Dl_vloans_b,0.13799495961681396,0.07748615213162825,0.07492906005434175,11107
Dl_lir_b,0.1284550840645995,0.07905457568426098,0.1041857443739369,11107
